,species,no rank,genus,subfamily,family,order,superkingdom,class,phylum
Pseudomonas virus MP38,Bacteriophage MP38,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus virus IPLA88,Staphylococcus phage Ipla88,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus virus IPLA35,Staphylococcus phage Ipla35,all,3alikevirus,,Siphoviridae,Caudovirales,Vira,,
Stenotrophomonas phage S1,Stenotrophomonas bacteriophage S1,all,,,Siphoviridae,Caudovirales,Vira,,
Bacteriophage APSE-2,APSE-2,all,,,Podoviridae,Caudovirales,Vira,,
Bacillus virus AP50,Bacillus phage AP50,all,Betatectivirus,,Tectiviridae,,Vira,,
Bacillus virus SPO1,Bacillus phage SP01,all,SPO1-like viruses,Spounavirinae,Herelleviridae,Caudovirales,Vira,,
Lactococcus phage bIL67,Bacteriophage bIL67,all,c2-like viruses,,Siphoviridae,Caudovirales,Vira,,
Ralstonia phage RSM3,Ralstonia virus RSM3,all,Habenivirus,,Inoviridae,,Vira,,
Clostridium virus phiCD27,Clostridium bacteriophage phiCD27,all,Cd119virus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage PAJU2,Pseudomonas phage PAJU2,all,,,Siphoviridae,Caudovirales,Vira,,
Stx2-converting phage 1717,Stx2-converting phage 1717,all,,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage YYZ-2008,Enterobacteria phage YYZ-2008,all,,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage phi2958PVL,Staphylococcus aureus bacteriophage phi2958PVL,all,3alikevirus,,Siphoviridae,Caudovirales,Vira,,
Clostridium phage phiCP39-O,Clostridium perfringens bacteriophage 39-O,all,,,Siphoviridae,Caudovirales,Vira,,
Listeria phage P40,Listeria phage P40,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Ramsey,Mycobacteriophage Ramsey,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Pacc40,Mycobacteriophage Pacc40,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Konstantine,Mycobacterium virus Konstantine,all,Barnyardlikevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Fruitloop,Mycobacteriophage Fruitloop,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Troll4,Mycobacteriophage Troll4,all,Pbi1virus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Gumball,Mycobacteriophage Gumball,all,Pbi1virus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Brujita,Mycobacteriophage Brujita,all,Brujitavirus,Chebruvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Cali,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Solon,Mycobacterium virus Solon,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Spud,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage ScottMcG,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Rizal,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Myrna,Mycobacteriophage Myrna,all,,,Myoviridae,Caudovirales,Vira,,
Bacteroides phage B40-8,Bacteriophage B40-8,all,,,Siphoviridae,Caudovirales,Vira,,
Escherichia virus EPS7,Enterobacteria phage EPS7,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage 1706,Lactococcus phage 1706,all,,,Siphoviridae,Caudovirales,Vira,,
Acidianus filamentous virus 9,Acidianus filamentous virus 9,all,Betalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Escherichia phage Min27,Escherichia virus Min27,all,Nona33virus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Salmonella phage E1,Salmonella phage E1,all,Pis4avirus,,Siphoviridae,Caudovirales,Vira,,
Hyperthermophilic Archaeal Virus 1,Hyperthermophilic Archaeal Virus 1,all,,,,,Vira,,
Hyperthermophilic Archaeal Virus 2,Hyperthermophilic Archaeal Virus 2,all,,,,,Vira,,
Deftia phage phiW-14,Delftia virus PhiW14,all,Ionavirus,,Myoviridae,Caudovirales,Vira,,
Clavibacter phage CMP1,Clavibacter virus CMP1,all,Cimpunavirus,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage phiEf11,Enterococcus faecalis phage phiEf11,all,,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage phiFL4A,Enterococcus faecalis phage phiFL4A,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phi-2,Pseudomonas phage phi-2,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Xylella phage Xfas53,Xylella fastidiosa phage Xfas53,all,,,Podoviridae,Caudovirales,Vira,,
Cyanophage PSS2,Cyanophage PSS2,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage M102,Streptococcus mutans phage M102,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Angel,Mycobacterium phage Angel,all,Halolikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage phiPVL-CN125,Staphylococcus phage phiPVL-CN125,all,77likevirus,,Siphoviridae,Caudovirales,Vira,,
Vibrio phage VEJphi,Filamentous bacteriophage of Vibrio cholerae VEJphi,all,Fibrovirus,,Inoviridae,,Vira,,
Streptococcus phage PH10,Streptococcus oralis phage PH10,all,,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage P087,Lactococcus phage P087,all,,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage EFAP-1,Enterococcus phage EFAP-1,all,Efquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phikF77,Pseudomonas aeruginosa bacteriophage phikF77,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage DD5,Mycobacteriophage DD5,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage LMA2,Pseudomonas virus LMA2,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage LBL3,Pseudomonas virus LBL3,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Phlyer,Mycobacteriophage Phlyer,all,Pipefishvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage Lv-1,Bacteriophage Lv-1,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage PB1,Pseudomonas virus PB1,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage SN,Pseudomonas virus SN,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage 14-1,Pseudomonas virus 141,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Ralstonia phage RSB1,Ralstonia phage RSB1,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Lactobacillus phage Lrm1,Lactobacillus phage Lrm1,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Phaedrus,Mycobacteriophage Phaedrus,all,Pipefishvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage PH15,Streptococcus phage PH15,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage SMP,Streptococcus phage SMP,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage BtCS33,Bacillus phage BtCS33,all,,,Siphoviridae,Caudovirales,Vira,,
Clostridium phage phiZP2,Clostridium phage phiZP2,all,,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Clostridium phage phiCPV4,Clostridium phage phiCPV4,all,,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Xanthomonas phage vB_XveM_DIBBI,Xanthomonas phage vB_XveM_DIBBI,all,,,Myoviridae,Caudovirales,Vira,,
Clostridium phage phiCP7R,Clostridium phage phiCP7R,all,,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Bacillus phage PBC1,Bacillus cereus Bacteriophage PBC1,all,,,Siphoviridae,Caudovirales,Vira,,
Halocynthia phage JM-2012,Halocynthia phage JM-2012,all,,,Myoviridae,Caudovirales,Vira,,
Cronobacter phage CR3,Cronobacter virus CR3,all,Certrevirus,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage Lu11,Pseudomonas phage Lu11,all,,,Myoviridae,Caudovirales,Vira,,
Acinetobacter bacteriophage AP22,Acinetobacter virus AP22,all,Ap22virus,,Myoviridae,Caudovirales,Vira,,
Salisaeta icosahedral phage 1,Salisaeta icosahedral phage 1,all,,,,,Vira,,
Clostridium phage PhiS63,Clostridium perfringens Bacteriophage PhiS63,all,,,Siphoviridae,Caudovirales,Vira,,
Escherichia virus AKFV33,Escherichia coli bacteriophage bV_EcoS_AKFV33,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage TEM123,Staphylococcus phage TEM123,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_Pae-Kakheti25,Pseudomonas virus Kakheti25,all,Septima3virus,,Siphoviridae,Caudovirales,Vira,,
Prochlorococcus phage P-SSP7,Cyanophage P-SSP7,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_Pae-TbilisiM32,Pseudomonas aeruginosa bacteriophage vB_Pae-TbilisiM32,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Prochlorococcus phage P-SSM4,Cyanophage P-SSM4,all,,,Myoviridae,Caudovirales,Vira,,
Prochlorococcus phage P-SSM2,Cyanophage P-SSM2,all,,,Myoviridae,Caudovirales,Vira,,
Staphylococcus phage 11,Bacteriophage phi-11,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage RB49,Escherichia virus RB49,all,Krischvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Lactobacillus prophage Lj771,Lactobacillus johnsonii prophage Lj771,all,,,Myoviridae,Caudovirales,Vira,,
Lactococcus phage asccphi28,Lactococcus lactis phage asccphi28,all,,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Azospirillum phage Cd,Azospirillum brasilense bacteriophage Cd,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus virus 858,Streptococcus phage 858,all,Brussowvirus,,Siphoviridae,Caudovirales,Vira,,
Halomonas phage phiHAP-1,Halomonas aquamarina phage phiHAP-1,all,Hap1likevirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage LUZ19,Pseudomonas phage LUZ19,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage LUZ24,Pseudomonas phage LUZ24,all,LUZ24-like viruses,,Podoviridae,Caudovirales,Vira,,
Acidianus filamentous virus 8,Acidianus filamentous virus 8,all,Betalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Acidianus filamentous virus 7,Acidianus filamentous virus 7,all,Betalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Acidianus filamentous virus 6,Acidianus filamentous virus 6,all,Betalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Synechococcus phage syn9,Bacteriophage Syn9,all,,,Myoviridae,Caudovirales,Vira,,
Staphylococcus virus phiMR11,Bacteriophage phiMR11,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage YuA,Pseudomonas aeruginosa bacteriophage YuA,all,Yualikevirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage JS98,Escherichia virus JS98,all,Dhakavirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Enterobacteria phage phiEcoM-GJ1,Bacteriophage phiEcoM-GJ1,all,,,Myoviridae,Caudovirales,Vira,,
Thalassomonas phage BA3,Thalassomonas loyana phage BA3,all,,,Podoviridae,Caudovirales,Vira,,
Spiroplasma virus SkV1CR23x,Spiroplasma kunkelii virus SkV1_CR2-3x,all,Vespertiliovirus,,Inoviridae,,Vira,,
Escherichia virus Lambda,Bacteriophage lambda,all,Lambda-like viruses,,Siphoviridae,Caudovirales,Vira,,
Acidianus rod-shaped virus 1,Acidianus rod-shaped virus 1,all,Rudivirus,,Rudiviridae,Ligamenvirales,Vira,,
Thermus virus P74-26,Thermus phage P74-26,all,Oshimavirus,,Siphoviridae,Caudovirales,Vira,,
Thermus virus P23-45,Thermus phage P23-45,all,Oshimavirus,,Siphoviridae,Caudovirales,Vira,,
Aeromonas phage phiO18P,Aeromonas media phage phiO18P,all,Hp1likevirus,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Geobacillus virus E2,Bacteriophage GSVE2,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus virus 1,Bacillus virus 1,all,Svunavirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage LKD16,Bacteriophage LKD16,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Geobacillus phage GBSV1,Geobacillus virus GBSV1,all,Svunavirus,,Myoviridae,Caudovirales,Vira,,
Sulfolobus islandicus filamentous virus,Sulfolobus islandicus filamentous virus,all,Betalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Enterococcus phage phiEF24C,Enterococcus faecalis bacteriophage phiEF24C,all,Kochikohdavirus,Brockvirinae,Herelleviridae,Caudovirales,Vira,,
Xanthomonas virus Xop411,Xanthomonas oryzae phage phiXo411,all,Xipdecavirus,,Siphoviridae,Caudovirales,Vira,,
Acidianus filamentous virus 2,Acidianus filamentous virus 2,all,Deltalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Mycobacterium virus Bethlehem,Mycobacteriophage Bethlehem,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage U2,Mycobacterium virus U2,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage SAP-2,Phage SAP-2,all,AHJD-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Listeria phage A006,Listeria bacteriophage A006,all,,,Siphoviridae,Caudovirales,Vira,,
Listeria phage P35,Listeria bacteriophage P35,all,,,Siphoviridae,Caudovirales,Vira,,
Listeria phage B054,Listeria bacteriophage B054,all,,,Myoviridae,Caudovirales,Vira,,
Listeria phage B025,Listeria bacteriophage B025,all,Psavirus,,Siphoviridae,Caudovirales,Vira,,
Listeria phage A500,Bacteriophage A500,all,,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage Phi1,Escherichia virus phi1,all,Krischvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Streptococcus phage P9,Streptococcus bacteriophage P9,all,,,Siphoviridae,Caudovirales,Vira,,
Lactococcus virus KSY1,Lactococcus lactis phage KSY1,all,,,Podoviridae,Caudovirales,Vira,,
Corynebacterium phage P1201,Corynebacterium virus P1201,all,Chunghsingvirus,,Siphoviridae,Caudovirales,Vira,,
Phage BP-4795,Enterobacteria phage BP-4795,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage 0305phi8-36,Bacillus phage 0305phi8-36,all,,,Myoviridae,Caudovirales,Vira,,
Ralstonia phage p12J,Ralstonia phage p12J,all,,,Inoviridae,,Vira,,
Escherichia phage phiV10,Escherichia virus phiV10,all,Epsilon15-like viruses,,Podoviridae,Caudovirales,Vira,,
Actinomyces virus Av1,Actinomyces phage Av-1,all,,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Burkholderia virus BcepNY3,Burkholderia phage BcepNY3,all,Bcep781likevirus,,Myoviridae,Caudovirales,Vira,,
Microbacterium phage Min1,Microbacterium virus Min1,all,Minunavirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage F8,Pseudomonas virus F8,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage M6,Bacteriophage M6,all,Yualikevirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage PA11,Bacteriophage PA11,all,,,Podoviridae,Caudovirales,Vira,,
Pyrococcus abyssi virus 1,Pyrococcus abyssi virus 1,all,,,,,Vira,,
Pseudomonas phage 73,Pseudomonas virus 73,all,Septima3virus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage F10,Bacteriophage F10,all,,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage LL-H,Bacteriophage LL-H,all,,,Siphoviridae,Caudovirales,Vira,,
Phormidium phage Pf-WMP3,Cyanophage Pf-WMP3,all,,,Podoviridae,Caudovirales,Vira,,
Escherichia virus TLS,Bacteriophage TLS,all,Tlsvirus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PA6,Propionibacterium virus PA6,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Cyanophage Syn5,Cyanophage Syn5,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Staphylococcus virus 80alpha,Bacteriophage 80 alpha,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage 119X,Bacteriophage 119X,all,,,Podoviridae,Caudovirales,Vira,,
Acidianus bottle-shaped virus,Acidianus bottle-shaped virus,all,Ampullavirus,,Ampullaviridae,,Vira,,
Lactococcus phage ul36,Lactococcus lactis bacteriophage ul36,all,,,Siphoviridae,Caudovirales,Vira,,
Ralstonia phage RSA1,Ralstonia phage RSA1,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Burkholderia virus phiE255,Burkholderia phage phiE255,all,Bcepmulikevirus,,Myoviridae,Caudovirales,Vira,,
Burkholderia virus phiE202,Burkholderia phage phiE202,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Burkholderia virus phiE122,Burkholderia phage phiE12-2,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Clostridium virus phiC2,Clostridium difficile phage phiC2,all,Cd119virus,,Myoviridae,Caudovirales,Vira,,
Streptococcus phage phi3396,Streptococcus phage phi3396,all,,,Siphoviridae,Caudovirales,Vira,,
Burkholderia virus BcepF1,Burkholderia ambifaria phage BcepF1,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Vibrio phage VP882,Bacteriophage VP882,all,Hap1likevirus,,Myoviridae,Caudovirales,Vira,,
Erwinia amylovora phage Era103,Erwinia virus Era103,all,SP6-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Staphylococcus virus phiETA3,Bacteriophage phi ETA3,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus virus phiETA2,Bacteriophage phi ETA2,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus virus PH15,Staphylococcus epidermidis bacteriophage PH15,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus virus CNPH82,Staphylococcus epidermidis bacteriophage CNPH82,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage N4,Bacteriophage N4,all,N4-like viruses,,Podoviridae,Caudovirales,Vira,,
Archaeal BJ1 virus,Archaeal BJ1 virus,all,,,Siphoviridae,Caudovirales,Vira,,
Yersinia phage Berlin,Bacteriophage Berlin,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Staphylococcus phage phiNM3,Staphylococcus aureus phage phiNM3,all,77likevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage phiNM,Staphylococcus aureus phage phiNM,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Ralstonia phage RSS1,Ralstonia virus RSS1,all,,,Inoviridae,,Vira,,
Thermus phage phiYS40,Thermus phage YS40,all,,,Myoviridae,Caudovirales,Vira,,
Burkholderia virus Bcep43,Burkholderia cepacia phage Bcep43,all,Bcep781likevirus,,Myoviridae,Caudovirales,Vira,,
Burkholderia virus phi52237,Burkholderia phage phi52237,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Stx2-converting phage 86,Stx2-converting bacteriophage 86,all,Nona33virus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Lactococcus virus jj50,Bacteriophage jj50,all,Sk1virus,,Siphoviridae,Caudovirales,Vira,,
Lactococcus virus 712,Bacteriophage 712,all,Sk1virus,,Siphoviridae,Caudovirales,Vira,,
Cyanophage Pf-WMP4,Cyanophage Pf-WMP4,all,,,Podoviridae,Caudovirales,Vira,,
Lactococcus phage Q54,Lactococcus phage Q54,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage PRR1,Bacteriophage PRR1,all,Levivirus,,Leviviridae,,Vira,,
Mycobacterium phage PBI1,Mycobacterium virus PBI1,all,Pbi1virus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage PLot,Mycobacterium virus Plot,all,Plotvirus,Dclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus PMC,Mycobacteriophage PMC,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Pipefish,Mycobacterium virus Pipefish,all,Pipefishvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Qyrzula,Mycobacterium virus Godines,all,Rosebushvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Catera,Mycobacterium virus Bxz1,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Mycobacterium virus Che12,Mycobacteriophage Che12,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Cooper,Mycobacterium virus Cooper,all,Coopervirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium virus Llij,Mycobacteriophage Llij,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Orion,Mycobacterium virus Pg1,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phiKMV,Pseudomonas virus phiKMV,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pasteurella phage F108,Bacteriophage F108,all,Hp1likevirus,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Mycobacterium virus 244,Mycobacteriophage 244,all,Cjw1-like phages,,Siphoviridae,Caudovirales,Vira,,
Aeromonas virus 25,Aeromonas phage 25,all,Tulanevirus,,Myoviridae,Caudovirales,Vira,,
Streptomyces phage mu1/6,Bacteriophage mu1/6,all,,,Siphoviridae,Caudovirales,Vira,,
Burkholderia phage BcepNazgul,Burkholderia virus BcepNazgul,all,Nazgulvirus,,Myoviridae,Caudovirales,Vira,,
Clostridium virus phiCD119,Bacteriophage phiCD119,all,Cd119virus,,Myoviridae,Caudovirales,Vira,,
His2 virus,Haloarcula virus His2,all,Gammapleolipovirus,,Pleolipoviridae,,Vira,,
His 1 virus,Halovirus His1,all,Salterprovirus,,,,Vira,,
Streptococcus phage C1,Streptococcus phage C1,all,AHJD-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Enterobacteria phage ID2 Moscow/ID/2001,Escherichia virus Talmos,all,G4microvirus,Bullavirinae,Microviridae,,Vira,,
Sodalis phage phiSG1,Sodalis phage phiSG1,all,,,Podoviridae,Caudovirales,Vira,,
Bacillus phage Fah,Bacillus anthracis bacteriophage Fah,all,Wbetalikevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus virus Wbeta,Bacillus anthracis phage W Beta,all,Wbetalikevirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia virus K1E,Bacteriophage K1E,all,SP6-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage EL,Pseudomonas virus EL,all,Elvirus,,Myoviridae,Caudovirales,Vira,,
Escherichia virus Rtp,Bacteriophage RTP,all,Rtpvirus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Clostridium phage c-st,Bacteriophage c-st,all,,,Siphoviridae,Caudovirales,Vira,,
Lactobacillus phage Lc-Nu,Bacteriophage Lc-Nu,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Gamma,Bacillus anthracis phage Gamma,all,Wbetalikevirus,,Siphoviridae,Caudovirales,Vira,,
Chlamydia phage 4,Chlamydia phage 4,all,Chlamydiamicrovirus,Gokushovirinae,Microviridae,,Vira,,
Acidianus two-tailed virus,ATV,all,Bicaudavirus,,Bicaudaviridae,,Vira,,
Escherichia virus KP26,Bacteriophage JK06,all,Rogue1virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Haloarcula hispanica virus SH1,Bacteriophage SH1,all,Alphasphaerolipovirus,,Sphaerolipoviridae,,Vira,,
